x,y,z,figure_type,figure_id
0.2949999999999992,-1.78e-17,0,POLYLINE,0
0.2949999999999992,-1.78e-17,0.0,POLYLINE,0
0.2949999999999992,1.1939527663968662e-06,0.0,POLYLINE,0
0.2949999999999992,9.369578019211741e-06,0.0,POLYLINE,0
0.2949999999999992,3.10142446628406e-05,0.0,POLYLINE,0
0.2949999999999992,7.208884441378264e-05,0.0,POLYLINE,0
0.2949999999999992,0.00013804183119230025,0.0,POLYLINE,0
0.2949999999999992,0.00023382326051409679,0.0,POLYLINE,0
0.2949999999999992,0.000363898828881994,0.0,POLYLINE,0
0.2949999999999992,0.0005322639131776101,0.0,POLYLINE,0
0.2949999999999992,0.0007424576100530375,0.0,POLYLINE,0
0.29499999999999926,0.00099757677532252,0.0,POLYLINE,0
0.29499999999999926,0.0013002900633541316,0.0,POLYLINE,0
0.29499999999999926,0.0016528519664614526,0.0,POLYLINE,0
0.29499999999999926,0.002057116854295249,0.0,POLYLINE,0
0.29499999999999926,0.002514553013235149,0.0,POLYLINE,0
0.29499999999999926,0.003026256685781321,0.0,POLYLINE,0
0.29499999999999926,0.003592966109946152,0.0,POLYLINE,0
0.2949999999999993,0.004215075558645923,0.0,POLYLINE,0
0.2949999999999993,0.004892649379092497,0.0,POLYLINE,0
0.2949999999999994,0.005625436032184977,0.0,POLYLINE,0
0.2949999999999993,0.006412882131901395,0.0,POLYLINE,0
0.2949999999999994,0.0072541464846904,0.0,POLYLINE,0
0.29499999999999943,0.008148114128862917,0.0,POLYLINE,0
0.2949999999999994,0.009093410373983838,0.0,POLYLINE,0
0.29499999999999943,0.010088414840263689,0.0,POLYLINE,0
0.29499999999999943,0.011131275497950321,0.0,POLYLINE,0
0.2949999999999995,0.012219922706720579,0.0,POLYLINE,0
0.29499999999999954,0.013352083255071973,0.0,POLYLINE,0
0.2949999999999996,0.014525294399714367,0.0,POLYLINE,0
0.2949999999999996,0.015736917904961664,0.0,POLYLINE,0
0.2949999999999996,0.01698415408212345,0.0,POLYLINE,0
0.29499999999999965,0.018264055828896734,0.0,POLYLINE,0
0.2949999999999997,0.01957354266875754,0.0,POLYLINE,0
0.2949999999999997,0.020909414790352673,0.0,POLYLINE,0
0.29499999999999976,0.02226836708689131,0.0,POLYLINE,0
0.2949999999999998,0.023647003195536802,0.0,POLYLINE,0
